"Name","Dragon.Year","Sex","Time.in.pop","ActiveFungus","ActiveFungus_L","InfectedDensity.Annual","X","Y"
"Agnes",2016,"Female",441,0,0,0,761,151
"Aina",2016,"Female",685.166666666667,0,0,9.42912190892486e-05,785.666666666667,149.291666666667
"Alaska",2016,"Female",333,0,0,0.000285966892112577,753,174.666666666667
"Albert",2016,"Male",1893.32307692308,0,0,0.000200610194841685,754.369230769231,146.784615384615
"Albus",2016,"Male",54.125,0,0,0.00139320586158931,753.3125,166.8125
"Alexis",2016,"Female",626.981818181818,0,0,8.55102871319169e-06,750.509090909091,129.327272727273
"Aliona",2016,"Female",578.59375,0,0,0,740.4375,7.03125
"Aloe",2016,"Male",0,0,0,0,740,35
"Amandine",2016,"Female",56.68,0,0,0.00131181892210066,775.52,165.48
"Ana",2016,"Female",805,0,0,0.0023964359727068,776,140
"Andy",2016,"Male",2074,0,0,1.0650815059158e-06,792,160
"Apricot",2016,"Female",1800.0303030303,0,0,0.000412542112205661,784.121212121212,159.30303030303
"Arnold",2016,"Male",1948.20833333333,0,0,0.000612549634017185,774.861111111111,155.027777777778
"Aslan",2016,"Male",819,0,0,0.000120130383981113,772.333333333333,156.666666666667
"Asterix",2016,"Male",1357.83333333333,0,0,5.44641179361657e-05,765,129.166666666667
"Bamboo",2016,"Female",0,0,0,5.56907041160468e-08,794,152
"Barron",2016,"Male",1936.56074766355,0,0,0.000721265090421268,769.878504672897,160.560747663551
"Barron",2016,"Male",2092.2,1,1,0.00117751596552587,775.3,170.6
"Bashful",2016,"Male",0,0,0,0.000108141500530897,783,154
"Beans",2016,"Female",2047.8,0,0,0,726.3,41.5333333333333
"Bec",2016,"Female",1391,0,0,0,728.333333333333,62.3333333333333
"Beetroot",2016,"Female",1,0,0,0,724,42
"Ben",2016,"Male",584.682926829268,0,0,6.64565533725354e-06,749.060975609756,138.987804878049
"Bernat",2016,"Male",203.428571428571,0,0,8.15252574365024e-05,752.52380952381,134.666666666667
"Beth",2016,"Female",1233.42857142857,0,0,0.000631566147405943,751.25,167.642857142857
"Bev",2016,"Female",614.980952380952,0,0,3.70736792609686e-13,750.009523809524,82.7047619047619
"Bilbo",2016,"Male",308,0,0,0,738,5
"Blab",2016,"Female",564.689189189189,0,0,2.26878104194837e-06,748.945945945946,129.337837837838
"Blind",2016,"Female",252.142857142857,0,0,0.000270277965249978,782.642857142857,150.857142857143
"Blondie",2016,"Female",2013.35714285714,0,0,0,735.785714285714,76.6428571428571
"Brave",2016,"Female",582,0,0,0.000767092154762316,759,173.5
"Broccoli",2016,"Male",1315.5,0,0,1.37410121831516e-06,738.666666666667,104.722222222222
"Buddy",2016,"Male",2013.23728813559,0,0,4.39422561547925e-05,761.745762711864,124.28813559322
"Bulma",2016,"Female",78.037037037037,0,0,0.000413213646441743,779.148148148148,155.703703703704
"Burrito",2016,"Male",533.107142857143,0,0,0,735.035714285714,17.3214285714286
"Buzz",2016,"Male",31,0,0,1.64601516045051e-05,761.25,137.625
"Cake",2016,"Female",0,0,0,0,721,60
"Carrot",2016,"Female",496.537037037037,0,0,0.0001399815008245,785.759259259259,161.388888888889
"Cashew",2016,"Male",1927.19047619048,0,0,6.63667442369611e-06,732,116.190476190476
"Cath",2016,"Female",372.571428571429,0,0,4.29144184051713e-07,747.714285714286,118.714285714286
"Cesc",2016,"Male",1398.80952380952,0,0,0,740.47619047619,50.3095238095238
"Chagrin",2016,"Male",1242.5,0,0,4.53995392918044e-05,764,143.5
"Chickpea",2016,"Female",321,0,0,0,756.333333333333,87
"Chihiro",2016,"Female",32.3333333333333,0,0,6.89692944185492e-05,786.333333333333,161
"Chili",2016,"Male",32.0833333333333,0,0,0,724.583333333333,111.25
"Chocolate",2016,"Male",34.4285714285714,0,0,0,746.428571428571,78.7857142857143
"Chop",2016,"Female",510.444444444444,0,0,2.7490009009786e-06,759.666666666667,95.8888888888889
"Chuck",2016,"Male",836,0,0,0,732,20
"Clock",2016,"Male",0,0,0,5.10943101847711e-05,762,125
"Clouds",2016,"Male",211.69696969697,0,0,0,745.757575757576,81.2424242424242
"Clover",2016,"Male",1915.1,0,0,2.16924658344615e-05,759.5,117.7
"Coke",2016,"Male",1345.17857142857,0,0,0,733.964285714286,39.0714285714286
"Cole",2016,"Male",1218.42105263158,0,0,0.000819643888035427,790.315789473684,149
"Connan",2016,"Male",113,0,0,0,762,124
"Consuela",2016,"Female",1374.10909090909,0,0,0,737.054545454545,47.8727272727273
"Coolum",2016,"Male",29.25,0,0,2.08547932568974e-05,787.5,153.5
"Coriander",2016,"Female",508.565217391304,0,0,0.000828122062594357,774.728260869565,149.434782608696
"Cramer",2016,"Male",1467,0,0,0.000968096594789782,765,151
"Crayola",2016,"Female",1399,0,0,0,737.5,36.5
"Cuddles",2016,"Female",1407.81818181818,0,0,4.77275147822381e-06,752.545454545455,104.454545454545
"Dan",2016,"Male",1402.43076923077,0,0,0.000130671076144961,759.938461538462,150.646153846154
"December",2016,"Male",3.5,0,0,0,722.5,105.5
"Delilah",2016,"Female",1492.48275862069,0,0,4.83415145603306e-05,761.551724137931,124.51724137931
"Demelza",2016,"Female",610.333333333333,0,0,0,743.857142857143,99.3809523809524
"Diego",2016,"Male",882.941176470588,0,0,2.16517337759943e-05,741.294117647059,149.745098039216
"Dina",2016,"Female",974,0,0,1.31299942910732e-05,770.4,152.2
"Dinosaurus",2016,"Female",440.6,0,0,0.000269150331777154,756.4,166.8
"Dipper",2016,"Female",985.5,0,0,5.37249749790848e-10,760.076923076923,90.2692307692308
"Distortion",2016,"Female",30.75,0,0,0,750.5,26.25
"Diva",2016,"Female",579.792207792208,0,0,1.76761855078669e-09,753.337662337662,88.012987012987
"Dobby",2016,"Male",1055.48387096774,0,0,3.29347376970798e-05,761.709677419355,125.677419354839
"Dolenta",2016,"Female",329.2,0,0,0,721,107
"Doraemon",2016,"Male",11.6,0,0,1.66096144143949e-08,745.8,130.4
"Doughnut",2016,"Male",71,0,0,1.67617507470549e-06,742.6,136.1
"Dre",2016,"Male",1993.9,0,0,0,742.133333333333,73.0333333333333
"Drogo",2016,"Male",2021.39285714286,0,0,3.21589207049467e-05,759.964285714286,118.678571428571
"Dude",2016,"Male",142.631578947368,0,0,0,738.789473684211,19.3684210526316
"Dumbo",2016,"Male",326.333333333333,0,0,0.00019929785506729,745.47619047619,167.380952380952
"Dumpling",2016,"Male",1875.6,0,0,0,733.6,14.8
"Dune",2016,"Female",239.866666666667,0,0,0,749.466666666667,82.9333333333333
"Elaine",2016,"Female",1425.5,0,0,0,720.9,41.3
"Ellen",2016,"Female",660.538461538462,0,0,0,715.461538461538,56.4615384615385
"Elowen",2016,"Female",631.916666666667,0,0,4.81594886163279e-05,761.416666666667,124
"Emma",2016,"Female",7,0,0,0,745,129
"Ente",2016,"Male",1430.8375,0,0,1.6872344624909e-05,749.625,128.4
"Erin",2016,"Female",1262,0,0,0.000524621017641672,772.329113924051,167.278481012658
"Eseld",2016,"Female",670.56862745098,0,0,0.000353641784290108,781.882352941176,153.137254901961
"Esme",2016,"Female",1946.6204379562,0,0,0.000484268597150745,778.452554744526,153.379562043796
"Ethel",2016,"Female",1948.55,0,0,2.85647401657242e-05,761.825,136
"Evi",2016,"Female",667.804347826087,0,0,0.000505341250014935,773.565217391304,172.45652173913
"Fern",2016,"Female",1076,0,0,0,755,169
"Ffion",2016,"Female",656.344827586207,0,0,0.00026515650894733,748.275862068965,157.551724137931
"Flea",2016,"Male",13.2941176470588,0,0,0,752.470588235294,87.8823529411765
"Flirty",2016,"Female",659.93023255814,0,0,0,724.046511627907,108.883720930233
"Francesc",2016,"Male",0,0,0,0.000170961052592142,739,159
"Francine",2016,"Female",1387.04819277108,0,0,2.80330194570146e-07,762.542168674699,92.8192771084337
"Frank",2016,"Male",622.796610169491,0,0,0,737,22.5932203389831
"Fresh",2016,"Female",1408.57391304348,0,0,9.82281058113431e-06,754.373913043478,87.7304347826087
"Gaga",2016,"Male",1369.54545454545,0,0,0,727.181818181818,34.3636363636364
"Galaxy",2016,"Female",1062.7,0,0,9.86209034318333e-05,762.9,145.3
"Gallion",2016,"Male",1415.21428571429,0,0,0,733.571428571429,58.2857142857143
"Garfield",2016,"Male",29.6363636363636,0,0,1.9489699550516e-05,755.272727272727,142.909090909091
"Giant",2016,"Male",0,0,0,1.19623030962038e-05,764,142
"Goblin",2016,"Female",0,0,0,5.58619191700073e-06,735,153
"Granit",2016,"Female",22,0,0,0.000284346707487215,764.75,152.5
"Gretel",2016,"Female",1925.7037037037,0,0,1.02344111245633e-05,748.055555555556,123.462962962963
"Groint",2016,"Male",7.14285714285714,0,0,2.59578180625876e-05,742.857142857143,144.714285714286
"Gru",2016,"Male",125,0,0,0,763,124
"Grumpy",2016,"Female",501.583333333333,0,0,7.98930520767777e-06,766.833333333333,156.5
"Gulliver",2016,"Male",375.2,0,0,2.55160094865621e-05,761.8,118.8
"Hades",2016,"Male",361,0,0,0,734,25.25
"Hagrid",2016,"Male",0,0,0,0,763,123
"Hakuna",2016,"Female",684.534482758621,0,0,1.70432026848297e-05,763.103448275862,142.137931034483
"Harrison",2016,"Male",57,0,0,6.90962658338822e-10,763,127
"Harvard",2016,"Male",1334.22222222222,0,0,0.000382593512146611,787.888888888889,157.333333333333
"Hazza",2016,"Male",1053.9375,0,0,2.8942653191892e-05,760.6875,128.9375
"Hercules",2016,"Male",512.608695652174,0,0,0,736.782608695652,27.3478260869565
"Hippo",2016,"Male",1400.46551724138,0,0,0.00138541599376738,777.387931034483,143.76724137931
"Homer",2016,"Male",46.5625,0,0,1.22702264940899e-05,755.5,107.8125
"Horis",2016,"Female",1378.0350877193,0,0,0,716.508771929825,58.2631578947368
"Hulk",2016,"Male",525.24,0,0,0,727.08,60.12
"Humphrey",2016,"Male",491.2,0,0,0.000677291028837447,757.15,161.6
"Hyena",2016,"Female",617.5,0,0,0.000619480691292265,762,170
"Ianson",2016,"Male",1460.15384615385,0,0,5.37885850812783e-06,738.807692307692,119.653846153846
"Ingrid",2016,"Female",469,0,0,2.99879633635132e-05,768,137
"Ivy",2016,"Female",1996.47368421053,0,0,3.64926379862217e-05,761.684210526316,122.210526315789
"Jafar",2016,"Male",213.363636363636,0,0,0.000150768217031112,785.227272727273,162.227272727273
"Jamie",2016,"Male",2020.04761904762,0,0,0.000336895441880174,770.809523809524,141.52380952381
"Jason",2016,"Male",484.2,0,0,0.000217572794828947,763.288888888889,143.622222222222
"Jordi",2016,"Male",437.838709677419,0,0,5.46373368951657e-06,734.064516129032,131.548387096774
"Joy",2016,"Female",117,0,0,0,728,39
"Judge",2016,"Male",2003.5,0,0,0,754.388888888889,30.2222222222222
"Judy",2016,"Female",1930.54545454545,0,0,0,718.159090909091,59.5340909090909
"Jungle",2016,"Female",716.909090909091,0,0,0.00153437586984086,772,170.181818181818
"Juno",2016,"Female",633.965517241379,0,0,0.000289792725680043,746.224137931035,166.362068965517
"Kaa",2016,"Female",1914.44736842105,0,0,0,716.131578947368,52.3157894736842
"Karin",2016,"Female",1379.73333333333,0,0,1.55572401397765e-08,756.028571428571,88.6190476190476
"Kelloggs",2016,"Female",423,0,0,0,724,37
"Kermit",2016,"Female",8.33333333333333,0,0,1.45602599923277e-05,758,121
"Kiah",2016,"Female",600.06,0,0,0,736.7,43.52
"Kiara",2016,"Female",1332.89830508475,0,0,0.00083710939256104,766.491525423729,164.542372881356
"Kiarash",2016,"Male",1090.64285714286,0,0,2.73934157733122e-06,762.357142857143,99.7857142857143
"Kiwi",2016,"Female",14.6666666666667,0,0,6.14787492462489e-06,743,148.666666666667
"Kocoum",2016,"Male",0,0,0,0.00048285625007545,750,176
"Kronk",2016,"Male",51.75,0,0,5.19980195912823e-05,762.75,137.75
"Kuzco",2016,"Male",284.818181818182,0,0,0,738.272727272727,35
"Lagertha",2016,"Female",30.2857142857143,0,0,1.3230114513485e-05,783.571428571429,144.428571428571
"Lilo",2016,"Female",0,0,0,0.000809630949942873,750,163
"Little",2016,"Female",611.416666666667,0,0,0,737.166666666667,8.91666666666667
"Llum",2016,"Female",570.604651162791,0,0,0.00048346517130401,774.860465116279,143.674418604651
"Loki",2016,"Male",640.555555555556,0,0,2.63545378633553e-05,762.222222222222,122.444444444444
"Loopy",2016,"Female",584.25,0,0,1.39514778385689e-05,734.75,105.25
"Lopez",2016,"Female",1462,0,0,1.02129443807933e-09,761,90
"Loretta",2016,"Female",1968.78481012658,0,0,0.000552399789379991,773.518987341772,149.518987341772
"Luigi",2016,"Male",1894.58974358974,0,0,9.70469954453015e-10,753.179487179487,87.8333333333333
"Magdelaine",2016,"Male",210.565217391304,0,0,0.000228049535629521,771.521739130435,151.826086956522
"Magnolia",2016,"Male",0,0,0,0.000466720149362794,775,150
"Mal",2016,"Male",529.794117647059,0,0,2.34270528492017e-05,749.088235294118,135.5
"Maleficient",2016,"Female",25.2,0,0,0.000511037717219963,772.8,152
"Mango",2016,"Female",1941.25714285714,0,0,0,713.2,47.6857142857143
"Manny",2016,"Male",968.083333333333,0,0,1.4890561969239e-05,763,140.595238095238
"Marian",2016,"Female",567.97619047619,0,0,0,721.095238095238,64.0476190476191
"Marley",2016,"Male",524.666666666667,0,0,0,739.733333333333,19.4
"Marzipan",2016,"Female",1253.85714285714,0,0,0,720.428571428571,106.857142857143
"Matisse",2016,"Female",397,0,0,0.000136291820119568,771,135
"Meaty",2016,"Male",2072.35384615385,0,0,0,722.261538461538,44.9076923076923
"Melon",2016,"Female",2030.44444444444,0,0,0,745.333333333333,51.7777777777778
"Merlin",2016,"Male",975.666666666667,0,0,8.17155337731252e-05,786.666666666667,176.333333333333
"Mermaid",2016,"Female",281.75,0,0,0,720.3125,105.4375
"Mess",2016,"Female",49.25,0,0,0,736.8125,46.375
"Mia",2016,"Female",471.1,0,0,0,733.4,54.4
"Michal",2016,"Female",1384.50561797753,0,0,0.000540212704915333,767.943820224719,168.179775280899
"Millie",2016,"Female",1915.45833333333,0,0,0.000102229244935825,769.458333333333,137.083333333333
"Milu",2016,"Male",343.769230769231,0,0,9.43891646607186e-06,750.384615384615,137.923076923077
"Minerva",2016,"Female",38.3913043478261,0,0,0.000210831645837666,760,152.826086956522
"Minnie",2016,"Female",494.040816326531,0,0,0.000494712469330204,778.244897959184,154.163265306122
"Mint",2016,"Female",716,0,0,4.17526820206931e-05,762,126
"Molly",2016,"Female",2033.62068965517,0,0,2.84814771958168e-05,761.689655172414,132.862068965517
"Monserrat",2016,"Female",32.4166666666667,0,0,2.46972587731046e-07,791.666666666667,149.083333333333
"Mowgli",2016,"Male",558.492063492063,0,0,0.000176252027370729,772.174603174603,165.333333333333
"Muffin",2016,"Female",1933.12280701754,0,0,0.00167016284471546,777.859649122807,142.385964912281
"Mystery",2016,"Female",370.125,0,0,0,731.375,44.25
"Nate",2016,"Male",465,0,0,0,733,44
"Nefertiti",2016,"Female",316.041666666667,0,0,0.000463441864878709,779.5,152.208333333333
"Neville",2016,"Male",15.25,0,0,0.000288427387286464,751.25,178.5
"Nigella",2016,"Female",1267.45833333333,0,0,0.00148425141182114,786.5,147.777777777778
"November",2016,"Male",0,0,0,0,734,29
"Nugget",2016,"Female",1013.5,0,0,0,719.75,56
"ObiWan",2016,"Male",560.88,0,0,0.000134718076809999,746.96,150.96
"Ocean",2016,"Female",512.984126984127,0,0,0,729.444444444444,38.4603174603175
"October",2016,"Male",0,0,0,0,736,24
"Oliver",2016,"Male",1346.91666666667,0,0,0,714.75,50
"Orange",2016,"Male",0,0,0,0.000608881918033376,777,173
"Oregano",2016,"Male",62.5,0,0,0,724.5,104.8
"Other",2016,"Female",0,0,0,0,731,43
"Palkana",2016,"Female",681.977272727273,0,0,0.000853255313500929,757.090909090909,167.431818181818
"Pancake",2016,"Female",1942,0,0,1.49602979996506e-05,758.722222222222,123.777777777778
"Pandanus",2016,"Female",0,0,0,0,760,89
"Paqueratte",2016,"Female",1418.25,0,0,0,709.326923076923,42.25
"Paul",2016,"Male",1894.07142857143,0,0,1.26726078916179e-05,760.214285714286,121.714285714286
"Peacan",2016,"Female",1944.91011235955,0,0,0.0012425348087908,781.52808988764,144.23595505618
"Peaches",2016,"Female",1934.79518072289,0,0,0,739.602409638554,45.4457831325301
"Pear",2016,"Female",1434.64285714286,0,0,2.80941875100763e-05,762.571428571429,129.285714285714
"Pep",2016,"Male",170,0,0,0.000127791208864648,787.2,153.4
"Pere",2016,"Male",187.1,0,0,0.000273745570804334,756.5,154.2
"Pesol",2016,"Male",792,0,0,6.71956942563791e-09,767,169
"Pesto",2016,"Male",54.9285714285714,0,0,0,736.5,21.1428571428571
"Phobos",2016,"Female",622.615384615385,0,0,3.76010296586188e-05,730.076923076923,108
"Piglet",2016,"Male",214.84,0,0,0.00030666621112462,750.92,171.36
"Pijamas",2016,"Male",59.0714285714286,0,0,6.15941756684198e-05,760.714285714286,144.285714285714
"Pillastre",2016,"Female",24.7,0,0,1.3759160803338e-05,760.6,133.5
"Pippa",2016,"Female",1518,0,0,0.000113890295842775,773,137
"Pistatxo",2016,"Male",1367.5,0,0,2.45000929200597e-05,762.088235294118,133.676470588235
"Pixie",2016,"Female",1973.24561403509,0,0,0.000135554296082101,762.508771929825,149.614035087719
"Pocahontas",2016,"Female",16.6,0,0,8.8977584609877e-05,776.8,144.4
"Polly",2016,"Female",1364.47727272727,0,0,0,721.772727272727,110.545454545455
"Porridge",2016,"Male",1893.66315789474,0,0,0.000599390692368647,770.010526315789,155.094736842105
"Posidonia",2016,"Female",376.272727272727,0,0,2.86438135699623e-05,760.181818181818,128.727272727273
"Potato",2016,"Male",1374.89655172414,0,0,0,722.137931034483,108.448275862069
"Puff",2016,"Male",424.277777777778,0,0,0,730,110.333333333333
"Pumkin",2016,"Male",0,0,0,0,735,32
"Puppet",2016,"Male",1929.97872340426,0,0,0,737.234042553191,88.9148936170213
"Quad",2016,"Male",1934.84615384615,0,0,0.000311132154246222,779.330769230769,156.676923076923
"Quibble",2016,"Male",2044,0,0,0.000268976625246126,783,166
"Quick",2016,"Male",1782.2,0,0,0,763.6,114.6
"Rafiki",2016,"Male",505.40206185567,0,0,0.000547073504677057,759.969072164948,167.824742268041
"Rafiki",2016,"Male",676.166666666667,1,1,0.000872881053534758,749.666666666667,168.5
"Rain",2016,"Female",600.773333333333,0,0,2.96505049931642e-05,759.08,142.893333333333
"Rainbow",2016,"Female",689.307692307692,0,0,0,725.307692307692,111.923076923077
"Rajah",2016,"Male",45.4814814814815,0,0,8.11150244091319e-09,752.851851851852,88.5555555555556
"Raksha",2016,"Male",12,0,0,0.000180692008536445,742.666666666667,171.666666666667
"Random",2016,"Male",92.6,0,0,0,725.8,53
"Rankin",2016,"Male",976.741379310345,0,0,4.46328530350196e-07,762.706896551724,92.448275862069
"Raven",2016,"Female",200.216216216216,0,0,0.00059344507560496,776.405405405405,146.783783783784
"Reina",2016,"Female",279.647058823529,0,0,0,715.029411764706,50.0588235294118
"Rex",2016,"Female",559.5,0,0,0,717.5,41
"Riana",2016,"Female",1456.5,0,0,0.000575108584246616,790.303571428571,149.821428571429
"Ripper",2016,"Male",1039.97826086957,0,0,0.000231387727046498,747.934782608696,161.108695652174
"Rooty",2016,"Male",1418.53846153846,0,0,0,726.846153846154,40.3076923076923
"Salshot",2016,"Female",621.625,0,0,0,746.625,54.1666666666667
"Sandy",2016,"Female",1855.95454545455,0,0,1.15403178865697e-05,761.409090909091,134.727272727273
"Sansa",2016,"Female",1339.46666666667,0,0,1.08243884824167e-08,763.133333333333,93.4222222222222
"Saturn",2016,"Female",716.103448275862,0,0,0,718,56.6896551724138
"Sawyer",2016,"Male",1964.1,0,0,0,740.866666666667,34.8
"Scoobydoo",2016,"Male",32.6666666666667,0,0,0,729.333333333333,44
"Scout",2016,"Male",2037,0,0,5.990169393938e-05,766.666666666667,135.166666666667
"Scruffy",2016,"Male",1191.77142857143,0,0,0.000102604082130717,768,136.285714285714
"Seb",2016,"Male",1874.89473684211,0,0,0.00117437527087225,783.289473684211,150.631578947368
"Sebastian",2016,"Male",35.1666666666667,0,0,0.000138860539329201,785.166666666667,162.833333333333
"Sesame",2016,"Male",648.666666666667,0,0,1.52256897933107e-05,758.833333333333,123.333333333333
"Shirley",2016,"Female",373,0,0,0,735,10.5
"Sister",2016,"Female",622,0,0,1.6180011899546e-05,751,146
"Sixer",2016,"Male",2002.5,0,0,0.000443209894829744,746.5,170
"Skitt",2016,"Female",1902.66666666667,0,0,0,735,54
"Smaug",2016,"Male",598.709677419355,0,0,7.1630762186101e-06,737.483870967742,131.096774193548
"Spears",2016,"Female",1384.11267605634,0,0,0.000714859422881112,755.760563380282,169.323943661972
"Spiderman",2016,"Male",510.976744186047,0,0,0.000441650279162918,757.93023255814,161.767441860465
"Spot",2016,"Female",0.666666666666667,0,0,0,714.333333333333,46.6666666666667
"Spy",2016,"Male",262.809523809524,0,0,0,711.428571428571,44.4285714285714
"Squirtle",2016,"Male",0,0,0,4.92021926060376e-05,759,147
"Stephan",2016,"Male",1263.1875,0,0,9.4960536606715e-07,765.9375,110.6875
"Strawberry",2016,"Female",392.533333333333,0,0,0,717.533333333333,54.2
"Sunbird",2016,"Female",845.772727272727,0,0,5.9339085015514e-06,738.5,156.681818181818
"Surf",2016,"Female",687.793103448276,0,0,6.37469833169017e-05,759.51724137931,129.827586206897
"Sushi",2016,"Male",352.615384615385,0,0,3.67987915324873e-05,758,124.346153846154
"Swing",2016,"Female",3.5,0,0,0,739.5,48
"Sylvester",2016,"Male",16.6,0,0,0,738,23.2
"Table",2016,"Female",1281,0,0,5.25062443633259e-05,771,134
"Tangle",2016,"Female",1230.91666666667,0,0,0.000650270543127584,773,137
"Teatree",2016,"Male",2.33333333333333,0,0,0.00160648183263923,771.333333333333,168
"Tim",2016,"Male",1936.95833333333,0,0,0.000391538955989242,772.347222222222,164.138888888889
"Tobin",2016,"Male",755.714285714286,0,0,0,737.228571428571,40.4857142857143
"Tomato",2016,"Female",0,0,0,1.94101078581809e-05,756,124
"Tonina",2016,"Female",280.5,0,0,0,717,55
"Triton",2016,"Male",456,0,0,0,737,21
"Troll",2016,"Male",19,0,0,2.03902527831764e-05,786.666666666667,150
"Tulip",2016,"Female",1498.8,0,0,0,720.466666666667,62.8
"Tyler",2016,"Male",728,0,0,0,736.6,34.5
"Ursula",2016,"Female",609.857142857143,0,0,0.000259137156838233,780.857142857143,153
"Vernon",2016,"Male",64.8,0,0,2.35056909937853e-05,761.6,118.6
"Violet",2016,"Female",1946.42990654206,0,0,0.000344057166292218,781.11214953271,157.915887850467
"Wendy",2016,"Female",0,0,0,7.52196320027793e-07,765,96
"Wildling",2016,"Male",601.955555555556,0,0,8.76420631593278e-05,769.2,137.066666666667
"Winnie",2016,"Female",595.657142857143,0,0,8.52784398708214e-05,760.942857142857,151.028571428571
"Wolverine",2016,"Male",617.741935483871,0,0,0.000138036171710348,751.129032258065,148.483870967742
"Woombat",2016,"Female",534.816326530612,0,0,2.61721807505964e-05,751.367346938776,146.857142857143
"Yellow",2016,"Female",31.75,0,0,5.98380986347675e-08,756.25,163.25
"Yoda",2016,"Male",56.2222222222222,0,0,0.000270854019684252,748.666666666667,155.444444444444
"Zebra",2016,"Female",24.8333333333333,0,0,0,734.166666666667,126.833333333333
"Zeus",2016,"Male",391.033333333333,0,0,0,733.233333333333,30.4333333333333
"Abuela",2017,"Female",813.666666666667,0,0,0.000108892634135536,762.095238095238,136.928571428571
"Acer",2017,"Male",2178,0,0,0.000531468677926171,777,152
"Africa",2017,"Male",1732.80392156863,0,0,3.06832496356195e-05,717.235294117647,57.0980392156863
"Alana",2017,"Male",84.8125,0,0,7.98022741028643e-06,718.5,110.3125
"Alaska",2017,"Female",559.5,0,0,0.00124597122189514,763.5,168
"Albert",2017,"Male",2284.50704225352,0,0,0.000188030534842729,754.295774647887,145.985915492958
"Albus",2017,"Male",262.842105263158,0,0,0.000849360621878165,759.078947368421,166.842105263158
"Alexis",2017,"Female",941.674698795181,0,0,5.21259944614925e-05,750.987951807229,128.144578313253
"Aliona",2017,"Female",915.163265306122,0,0,1.92363441178749e-09,740.285714285714,10.0204081632653
"Allen",2017,"Male",0,0,0,4.66278480700923e-05,704,35
"Aloe",2017,"Male",301.727272727273,0,0,3.17968321960073e-06,739,32.8181818181818
"Aloha",2017,"Female",0,0,0,1.32129599043543e-05,716,23
"Amandine",2017,"Female",252.869565217391,0,0,0.000505407487732837,777.347826086957,163.804347826087
"Anemone",2017,"Female",149.6,0,0,3.28222969385808e-05,723.4,39
"Ansell",2017,"Male",0,0,0,0.000213204854468463,782,160
"Antman",2017,"Male",0,0,0,0.00019326041446212,779,148
"Aquaman",2017,"Male",0,0,0,0.000216149682501464,784,160
"Arlo",2017,"Male",0,0,0,5.79399926878966e-05,721,65
"Arnold",2017,"Male",2245.37373737374,0,0,0.000920956712879972,772.020202020202,153.888888888889
"Arrow",2017,"Male",21.25,0,0,5.80906777784407e-05,789.5,149
"BadDog",2017,"Male",0,0,0,0.000237115706501893,783,159
"Bamboo",2017,"Female",288.117647058824,0,0,0.000314102673370737,763,148.617647058824
"Barret",2017,"Male",133,0,0,1.46956784281537e-06,745.25,57.25
"Barron",2017,"Male",2276.43055555556,1,1,0.0011360779689376,770.770833333333,163.444444444444
"Bashful",2017,"Male",268.222222222222,0,0,0.000103477313287247,787.444444444444,154.111111111111
"Basil",2017,"Female",0,0,0,6.11292553302227e-09,763,91
"Batholomew",2017,"Male",184.533333333333,0,0,1.56168994410801e-07,738.666666666667,11.4
"Beans",2017,"Female",2329.40322580645,0,0,6.63245281973576e-06,723.629032258065,37.1290322580645
"Bec",2017,"Female",1753.5,0,0,2.94924855770923e-05,723,65.5
"Beetroot",2017,"Female",272.6,0,0,2.87822151796219e-05,724.7,41.3
"Ben",2017,"Male",915.412844036697,0,0,3.21865878449111e-05,737.770642201835,127.45871559633
"Bernat",2017,"Male",442.428571428571,0,0,0.000142480496916465,755.642857142857,137.857142857143
"Bernice",2017,"Female",27.6666666666667,0,0,2.61674608604995e-06,762.333333333333,92.3333333333333
"Beth",2017,"Female",1468.375,0,0,0.00114756106740731,754.625,165.75
"Betty",2017,"Female",0,0,0,3.07916926179393e-06,760,92
"Bev",2017,"Female",973.75,0,0,5.44965579742925e-07,748.659090909091,82.8636363636364
"Blab",2017,"Female",887.424242424242,0,0,3.02075573607824e-05,747.666666666667,128.363636363636
"Black",2017,"Male",205.705882352941,0,0,0.000132238181384571,777.058823529412,141.176470588235
"Blondie",2017,"Female",2290.72222222222,0,0,4.16500932459557e-06,735.666666666667,80.1111111111111
"Blueberry",2017,"Female",0,0,0,0,716,49
"Borinot",2017,"Female",34,0,0,6.847989260551e-05,720,58.5
"Bowie",2017,"Male",208.875,0,0,4.47465723014415e-05,718.625,36.625
"Briggs",2017,"Male",100.4,0,0,3.00430425164003e-05,735,125.6
"Broccoli",2017,"Male",1717.09523809524,0,0,9.92145295340292e-06,737.095238095238,102.428571428571
"Bruixa",2017,"Female",144.296296296296,0,0,4.70148295414459e-07,749.037037037037,80.5185185185185
"Buddy",2017,"Male",2189.89090909091,0,0,6.07502605642812e-05,760.745454545455,120.381818181818
"Bulma",2017,"Female",278.781609195402,0,0,0.000248173841228214,781.48275862069,155.448275862069
"Bushrat",2017,"Female",231.166666666667,0,0,0.00019717107638848,756.333333333333,142.5
"Buttons",2017,"Female",18.4,0,0,0.000174041996310391,761.2,135.8
"Buzz",2017,"Male",247.137254901961,0,0,6.26716021225717e-05,752.529411764706,135.686274509804
"Cactus",2017,"Male",209.833333333333,0,0,0.000265105720073806,760.208333333333,147.083333333333
"Callie",2017,"Female",9.5,0,0,6.96143815336233e-05,793,162.25
"Carlton",2017,"Male",32.375,0,0,0.000124872652741813,744,146.375
